Time,Tensile strain (Strain 1),Tensile stress
(s),(%),(MPa)
0,0,0
0.1,0.01,12
0.2,0.02,24
0.3,0.03,36
0.4,0.04,48
0.5,0.05,60
0.6,0.06,72
0.7,0.07,84
0.8,0.08,96
0.9,0.09,108
1,0.1,120
1.1,0.11,132
1.2,0.12,144
1.3,0.13,156
1.4,0.14,168
1.5,0.15,180
1.6,0.16,192
1.7,0.17,204
1.8,0.18,216
1.9,0.19,228
2,0.2,240
2.1,0.21,252
2.2,0.22,264
2.3,0.23,276
2.4,0.24,288
2.5,0.25,300
2.6,0.26,312
2.7,0.27,324
2.8,0.28,336
2.9,0.29,348
3,0.3,360
3.1,0.31,372
3.2,0.32,384
3.3,0.33,396
3.4,0.34,408
3.5,0.35,420
3.6,0.36,432
3.7,0.37,444
3.8,0.38,456
3.9,0.39,468
4,0.4,480
4.1,0.41,492
4.2,0.42,504
4.3,0.43,516
4.4,0.44,528
4.5,0.45,540
4.6,0.46,552
4.7,0.47,564
4.8,0.48,576
4.9,0.49,588
5,0.5,600
5.1,0.51,612
5.2,0.52,624
5.3,0.53,636
5.4,0.54,638.411223
5.5,0.55,639.939366
5.6,0.56,641.455728
5.7,0.57,642.960403
5.8,0.58,644.453479
5.9,0.59,645.935045
6,0.6,647.405191
6.1,0.61,648.864005
6.2,0.62,650.311574
6.3,0.63,651.747985
6.4,0.64,653.173323
6.5,0.65,654.587674
6.6,0.66,655.991123
6.7,0.67,657.383754
6.8,0.68,658.76565
6.9,0.69,660.136894
7,0.7,661.497567
7.1,0.71,662.847752
7.2,0.72,664.18753
7.3,0.73,665.51698
7.4,0.74,666.836182
7.5,0.75,668.145216
7.6,0.76,669.444159
7.7,0.77,670.733089
7.8,0.78,672.012084
7.9,0.79,673.28122
8,0.8,674.540573
8.1,0.81,675.790218
8.2,0.82,677.030231
8.3,0.83,678.260685
8.4,0.84,679.481655
8.5,0.85,680.693213
8.6,0.86,681.895432
8.7,0.87,683.088384
8.8,0.88,684.27214
8.9,0.89,685.446771
9,0.9,686.612348
9.1,0.91,687.76894
9.2,0.92,688.916617
9.3,0.93,690.055447
9.4,0.94,691.185499
9.5,0.95,692.30684
9.6,0.96,693.419537
9.7,0.97,694.523657
9.8,0.98,695.619267
9.9,0.99,696.706431
10,1,697.785214
10.391667,1.039167,701.930982
10.783333,1.078333,705.952985
11.175,1.1175,709.854918
11.566667,1.156667,713.640365
11.958333,1.195833,717.312805
12.35,1.235,720.875611
12.741667,1.274167,724.332055
13.133333,1.313333,727.685314
13.525,1.3525,730.938467
13.916667,1.391667,734.094502
14.308333,1.430833,737.15632
14.7,1.47,740.126732
15.091667,1.509167,743.008469
15.483333,1.548333,745.804176
15.875,1.5875,748.516422
16.266667,1.626667,751.147698
16.658333,1.665833,753.700423
17.05,1.705,756.176941
17.441667,1.744167,758.579526
17.833333,1.783333,760.910387
18.225,1.8225,763.171663
18.616667,1.861667,765.365434
19.008333,1.900833,767.493713
19.4,1.94,769.558456
19.791667,1.979167,771.56156
20.183333,2.018333,773.504865
20.575,2.0575,775.390156
20.966667,2.096667,777.219165
21.358333,2.135833,778.993572
21.75,2.175,780.715007
22.141667,2.214167,782.385052
22.533333,2.253333,784.00524
22.925,2.2925,785.577061
23.316667,2.331667,787.101958
23.708333,2.370833,788.581331
24.1,2.41,790.016541
24.491667,2.449167,791.408905
24.883333,2.488333,792.759702
25.275,2.5275,794.070174
25.666667,2.566667,795.341524
26.058333,2.605833,796.57492
26.45,2.645,797.771495
26.841667,2.684167,798.932348
27.233333,2.723333,800.058546
27.625,2.7625,801.151124
28.016667,2.801667,802.211085
28.408333,2.840833,803.239402
28.8,2.88,804.237021
29.191667,2.919167,805.204857
29.583333,2.958333,806.143801
29.975,2.9975,807.054714
30.366667,3.036667,807.938433
30.758333,3.075833,808.795771
31.15,3.115,809.627514
31.541667,3.154167,810.434427
31.933333,3.193333,811.217251
32.325,3.2325,811.976705
32.716667,3.271667,812.713487
33.108333,3.310833,813.428273
33.5,3.35,814.121721
33.891667,3.389167,814.794468
34.283333,3.428333,815.44713
34.675,3.4675,816.080309
35.066667,3.506667,816.694585
35.458333,3.545833,817.290523
35.85,3.585,817.86867
36.241667,3.624167,818.429558
36.633333,3.663333,818.973701
37.025,3.7025,819.5016
37.416667,3.741667,820.01374
37.808333,3.780833,820.51059
38.2,3.82,820.992608
38.591667,3.859167,821.460236
38.983333,3.898333,821.913904
39.375,3.9375,822.354029
39.766667,3.976667,822.781014
40.158333,4.015833,823.195252
40.55,4.055,823.597124
40.941667,4.094167,823.986999
41.333333,4.133333,824.365235
41.725,4.1725,824.732179
42.116667,4.211667,825.088169
42.508333,4.250833,825.433531
42.9,4.29,825.768583
43.291667,4.329167,826.093633
43.683333,4.368333,826.408979
44.075,4.4075,826.714911
44.466667,4.446667,827.01171
44.858333,4.485833,827.299648
45.25,4.525,827.578991
45.641667,4.564167,827.849994
46.033333,4.603333,828.112907
46.425,4.6425,828.367971
46.816667,4.681667,828.615421
47.208333,4.720833,828.855483
47.6,4.76,829.088379
47.991667,4.799167,829.314322
48.383333,4.838333,829.53352
48.775,4.8775,829.746174
49.166667,4.916667,829.95248
49.558333,4.955833,830.152627
49.95,4.995,830.346799
50.341667,5.034167,830.535174
50.733333,5.073333,830.717926
51.125,5.1125,830.895222
51.516667,5.151667,831.067225
51.908333,5.190833,831.234093
52.3,5.23,831.39598
52.691667,5.269167,831.553033
53.083333,5.308333,831.705399
53.475,5.3475,831.853215
53.866667,5.386667,831.996619
54.258333,5.425833,832.135742
54.65,5.465,832.270711
55.041667,5.504167,832.401651
55.433333,5.543333,832.528683
55.825,5.5825,832.651922
56.216667,5.621667,832.771481
56.608333,5.660833,832.887472
57,5.7,833
57.7125,5.77125,832.363173
58.425,5.8425,831.319404
59.1375,5.91375,830.035229
59.85,5.985,828.56488
60.5625,6.05625,826.938511
61.275,6.1275,825.175923
61.9875,6.19875,823.291355
62.7,6.27,821.295649
63.4125,6.34125,819.197401
64.125,6.4125,817.003633
64.8375,6.48375,814.720214
65.55,6.555,812.352138
66.2625,6.62625,809.90372
66.975,6.6975,807.378733
67.6875,6.76875,804.780513
68.4,6.84,802.112033
69.1125,6.91125,799.375964
69.825,6.9825,796.574724
70.5375,7.05375,793.71051
71.25,7.125,790.785335
71.9625,7.19625,787.801048
72.675,7.2675,784.759355
73.3875,7.33875,781.661838
74.1,7.41,778.509965
74.8125,7.48125,775.305109
75.525,7.5525,772.048551
76.2375,7.62375,768.741495
76.95,7.695,765.385072
77.6625,7.76625,761.980347
78.375,7.8375,758.528328
79.0875,7.90875,755.029967
79.8,7.98,751.486166
80.5125,8.05125,747.897785
81.225,8.1225,744.265638
81.9375,8.19375,740.590502
82.65,8.265,736.873119
83.3625,8.33625,733.114198
84.075,8.4075,729.314415
84.7875,8.47875,725.474419
85.5,8.55,721.594832
86.2125,8.62125,717.676252
86.925,8.6925,713.719252
87.6375,8.76375,709.724383
88.35,8.835,705.692176
89.0625,8.90625,701.623143
89.775,8.9775,697.517777
90.4875,9.04875,693.376555
91.2,9.12,689.199935
91.9125,9.19125,684.988363
92.625,9.2625,680.742269
93.3375,9.33375,676.462067
94.05,9.405,672.148161
94.7625,9.47625,667.800942
95.475,9.5475,663.420788
96.1875,9.61875,659.008067
96.9,9.69,654.563134
97.6125,9.76125,650.086337
98.325,9.8325,645.578012
99.0375,9.90375,641.038487
99.75,9.975,636.468079
100.4625,10.04625,631.867099
101.175,10.1175,627.235848
101.8875,10.18875,622.574621
102.6,10.26,617.883704
103.3125,10.33125,613.163375
104.025,10.4025,608.413908
104.7375,10.47375,603.635568
105.45,10.545,598.828614
106.1625,10.61625,593.9933
106.875,10.6875,589.129873
107.5875,10.75875,584.238574
108.3,10.83,579.319641
109.0125,10.90125,574.373303
109.725,10.9725,569.399787
110.4375,11.04375,564.399314
111.15,11.115,559.3721
111.8625,11.18625,554.318356
112.575,11.2575,549.23829
113.2875,11.32875,544.132105
114,11.4,107.8
