Time,Tensile strain (Strain 1),Tensile stress
(s),(%),(MPa)
0,0,0
0.1,0.01,12
0.2,0.02,24
0.3,0.03,36
0.4,0.04,48
0.5,0.05,60
0.6,0.06,72
0.7,0.07,84
0.8,0.08,96
0.9,0.09,108
1,0.1,120
1.1,0.11,132
1.2,0.12,144
1.3,0.13,156
1.4,0.14,168
1.5,0.15,180
1.6,0.16,192
1.7,0.17,204
1.8,0.18,216
1.9,0.19,228
2,0.2,240
2.1,0.21,252
2.2,0.22,264
2.3,0.23,276
2.4,0.24,288
2.5,0.25,300
2.6,0.26,312
2.7,0.27,324
2.8,0.28,336
2.9,0.29,348
3,0.3,360
3.1,0.31,372
3.2,0.32,384
3.3,0.33,396
3.4,0.34,408
3.5,0.35,420
3.6,0.36,432
3.7,0.37,444
3.8,0.38,456
3.9,0.39,468
4,0.4,480
4.1,0.41,492
4.2,0.42,504
4.3,0.43,516
4.4,0.44,528
4.5,0.45,540
4.6,0.46,552
4.7,0.47,564
4.8,0.48,576
4.9,0.49,588
5,0.5,600
5.1,0.51,612
5.2,0.52,624
5.3,0.53,636
5.4,0.54,648
5.5,0.55,660
5.6,0.56,664.081851
5.7,0.57,665.515564
5.8,0.58,666.939333
5.9,0.59,668.353228
6,0.6,669.757317
6.1,0.61,671.151668
6.2,0.62,672.536348
6.3,0.63,673.911425
6.4,0.64,675.276966
6.5,0.65,676.633036
6.6,0.66,677.979701
6.7,0.67,679.317027
6.8,0.68,680.645077
6.9,0.69,681.963918
7,0.7,683.273611
7.1,0.71,684.574221
7.2,0.72,685.865811
7.3,0.73,687.148444
7.4,0.74,688.42218
7.5,0.75,689.687083
7.6,0.76,690.943214
7.7,0.77,692.190632
7.8,0.78,693.429399
7.9,0.79,694.659575
8,0.8,695.881219
8.1,0.81,697.094391
8.2,0.82,698.299149
8.3,0.83,699.495551
8.4,0.84,700.683656
8.5,0.85,701.863521
8.6,0.86,703.035203
8.7,0.87,704.198759
8.8,0.88,705.354245
8.9,0.89,706.501717
9,0.9,707.641232
9.1,0.91,708.772843
9.2,0.92,709.896606
9.3,0.93,711.012576
9.4,0.94,712.120806
9.5,0.95,713.221349
9.6,0.96,714.31426
9.7,0.97,715.399592
9.8,0.98,716.477396
9.9,0.99,717.547725
10,1,718.610631
10.441667,1.044167,723.217648
10.883333,1.088333,727.685208
11.325,1.1325,732.017534
11.766667,1.176667,736.218718
12.208333,1.220833,740.292731
12.65,1.265,744.243422
13.091667,1.309167,748.074524
13.533333,1.353333,751.789658
13.975,1.3975,755.392332
14.416667,1.441667,758.885952
14.858333,1.485833,762.273819
15.3,1.53,765.559134
15.741667,1.574167,768.745001
16.183333,1.618333,771.834431
16.625,1.6625,774.830342
17.066667,1.706667,777.735566
17.508333,1.750833,780.552848
17.95,1.795,783.284849
18.391667,1.839167,785.934152
18.833333,1.883333,788.503259
19.275,1.9275,790.994599
19.716667,1.971667,793.410524
20.158333,2.015833,795.753319
20.6,2.06,798.025196
21.041667,2.104167,800.228302
21.483333,2.148333,802.36472
21.925,2.1925,804.436468
22.366667,2.236667,806.445503
22.808333,2.280833,808.393723
23.25,2.325,810.28297
23.691667,2.369167,812.115029
24.133333,2.413333,813.891631
24.575,2.4575,815.614455
25.016667,2.501667,817.285127
25.458333,2.545833,818.905228
25.9,2.59,820.476288
26.341667,2.634167,821.999791
26.783333,2.678333,823.477178
27.225,2.7225,824.909843
27.666667,2.766667,826.299141
28.108333,2.810833,827.646384
28.55,2.855,828.952845
28.991667,2.899167,830.21976
29.433333,2.943333,831.448324
29.875,2.9875,832.6397
30.316667,3.031667,833.795012
30.758333,3.075833,834.915352
31.2,3.12,836.001779
31.641667,3.164167,837.05532
32.083333,3.208333,838.076969
32.525,3.2525,839.067693
32.966667,3.296667,840.028427
33.408333,3.340833,840.960079
33.85,3.385,841.86353
34.291667,3.429167,842.739633
34.733333,3.473333,843.589216
35.175,3.5175,844.413082
35.616667,3.561667,845.212009
36.058333,3.605833,845.986752
36.5,3.65,846.738044
36.941667,3.694167,847.466593
37.383333,3.738333,848.173089
37.825,3.7825,848.858199
38.266667,3.826667,849.522571
38.708333,3.870833,850.166832
39.15,3.915,850.791591
39.591667,3.959167,851.397438
40.033333,4.003333,851.984946
40.475,4.0475,852.554669
40.916667,4.091667,853.107148
41.358333,4.135833,853.642902
41.8,4.18,854.162439
42.241667,4.224167,854.666249
42.683333,4.268333,855.154809
43.125,4.3125,855.628579
43.566667,4.356667,856.088009
44.008333,4.400833,856.533531
44.45,4.445,856.965568
44.891667,4.489167,857.384526
45.333333,4.533333,857.790802
45.775,4.5775,858.184781
46.216667,4.621667,858.566833
46.658333,4.665833,858.93732
47.1,4.71,859.296593
47.541667,4.754167,859.64499
47.983333,4.798333,859.982842
48.425,4.8425,860.310466
48.866667,4.886667,860.628173
49.308333,4.930833,860.936263
49.75,4.975,861.235027
50.191667,5.019167,861.524747
50.633333,5.063333,861.805697
51.075,5.1075,862.078143
51.516667,5.151667,862.342342
51.958333,5.195833,862.598543
52.4,5.24,862.846989
52.841667,5.284167,863.087915
53.283333,5.328333,863.321547
53.725,5.3725,863.548108
54.166667,5.416667,863.76781
54.608333,5.460833,863.980862
55.05,5.505,864.187464
55.491667,5.549167,864.387813
55.933333,5.593333,864.582097
56.375,5.6375,864.7705
56.816667,5.681667,864.9532
57.258333,5.725833,865.13037
57.7,5.77,865.302177
58.141667,5.814167,865.468783
58.583333,5.858333,865.630345
59.025,5.9025,865.787017
59.466667,5.946667,865.938947
59.908333,5.990833,866.086278
60.35,6.035,866.229149
60.791667,6.079167,866.367695
61.233333,6.123333,866.502047
61.675,6.1675,866.632333
62.116667,6.211667,866.758674
62.558333,6.255833,866.881191
63,6.3,867
63.7875,6.37875,866.33718
64.575,6.4575,865.250808
65.3625,6.53625,863.914218
66.15,6.615,862.383855
66.9375,6.69375,860.691103
67.725,6.7725,858.856573
68.5125,6.85125,856.895084
69.3,6.93,854.817921
70.0875,7.00875,852.63403
70.875,7.0875,850.35072
71.6625,7.16625,847.9741
72.45,7.245,845.509368
73.2375,7.32375,842.961014
74.025,7.4025,840.332967
74.8125,7.48125,837.628697
75.6,7.56,834.8513
76.3875,7.63875,832.003555
77.175,7.7175,829.087978
77.9625,7.79625,826.106857
78.75,7.875,823.062288
79.5375,7.95375,819.956193
80.325,8.0325,816.79035
81.1125,8.11125,813.566402
81.9,8.19,810.285882
82.6875,8.26875,806.950215
83.475,8.3475,803.560737
84.2625,8.42625,800.118699
85.05,8.505,796.625279
85.8375,8.58375,793.081586
86.625,8.6625,789.488668
87.4125,8.74125,785.847516
88.2,8.82,782.159071
88.9875,8.89875,778.424225
89.775,8.9775,774.643827
90.5625,9.05625,770.818686
91.35,9.135,766.949573
92.1375,9.21375,763.037226
92.925,9.2925,759.08235
93.7125,9.37125,755.08562
94.5,9.45,751.047683
95.2875,9.52875,746.96916
96.075,9.6075,742.85065
96.8625,9.68625,738.692725
97.65,9.765,734.495938
98.4375,9.84375,730.260822
99.225,9.9225,725.987891
100.0125,10.00125,721.677639
100.8,10.08,717.330545
101.5875,10.15875,712.947072
102.375,10.2375,708.527667
103.1625,10.31625,704.072764
103.95,10.395,699.58278
104.7375,10.47375,695.058123
105.525,10.5525,690.499188
106.3125,10.63125,685.906355
107.1,10.71,681.279997
107.8875,10.78875,676.620473
108.675,10.8675,671.928135
109.4625,10.94625,667.203323
110.25,11.025,662.446368
111.0375,11.10375,657.657593
111.825,11.1825,652.837312
112.6125,11.26125,647.98583
113.4,11.34,643.103447
114.1875,11.41875,638.190452
114.975,11.4975,633.247129
115.7625,11.57625,628.273754
116.55,11.655,623.270598
117.3375,11.73375,618.237924
118.125,11.8125,613.17599
118.9125,11.89125,608.085047
119.7,11.97,602.965341
120.4875,12.04875,597.817112
121.275,12.1275,592.640595
122.0625,12.20625,587.436021
122.85,12.285,582.203614
123.6375,12.36375,576.943595
124.425,12.4425,571.65618
125.2125,12.52125,566.341579
126,12.6,112.2
