Time,Tensile strain (Strain 1),Tensile stress
(s),(%),(MPa)
0,0,0
0.1,0.01,10
0.2,0.02,20
0.3,0.03,30
0.4,0.04,40
0.5,0.05,50
0.6,0.06,60
0.7,0.07,70
0.8,0.08,80
0.9,0.09,90
1,0.1,100
1.1,0.11,110
1.2,0.12,120
1.3,0.13,130
1.4,0.14,140
1.5,0.15,150
1.6,0.16,160
1.7,0.17,170
1.8,0.18,180
1.9,0.19,190
2,0.2,200
2.1,0.21,210
2.2,0.22,220
2.3,0.23,230
2.4,0.24,240
2.5,0.25,250
2.6,0.26,260
2.7,0.27,270
2.8,0.28,280
2.9,0.29,290
3,0.3,300
3.1,0.31,310
3.2,0.32,320
3.3,0.33,330
3.4,0.34,340
3.5,0.35,350
3.6,0.36,360
3.7,0.37,370
3.8,0.38,380
3.9,0.39,390
4,0.4,400
4.1,0.41,410
4.2,0.42,420
4.3,0.43,430
4.4,0.44,440
4.5,0.45,450
4.6,0.46,450.858346
4.7,0.47,451.712438
4.8,0.48,452.562297
4.9,0.49,453.407943
5,0.5,454.249398
5.1,0.51,455.086681
5.2,0.52,455.919815
5.3,0.53,456.748819
5.4,0.54,457.573714
5.5,0.55,458.394521
5.6,0.56,459.211259
5.7,0.57,460.023949
5.8,0.58,460.83261
5.9,0.59,461.637263
6,0.6,462.437928
6.1,0.61,463.234625
6.2,0.62,464.027372
6.3,0.63,464.81619
6.4,0.64,465.601099
6.5,0.65,466.382116
6.6,0.66,467.159263
6.7,0.67,467.932557
6.8,0.68,468.702019
6.9,0.69,469.467667
7,0.7,470.229519
7.1,0.71,470.987596
7.2,0.72,471.741915
7.3,0.73,472.492495
7.4,0.74,473.239354
7.5,0.75,473.982512
7.6,0.76,474.721986
7.7,0.77,475.457795
7.8,0.78,476.189957
7.9,0.79,476.91849
8,0.8,477.643412
8.1,0.81,478.36474
8.2,0.82,479.082494
8.3,0.83,479.796689
8.4,0.84,480.507345
8.5,0.85,481.214478
8.6,0.86,481.918106
8.7,0.87,482.618247
8.8,0.88,483.314917
8.9,0.89,484.008134
9,0.9,484.697915
9.1,0.91,485.384277
9.2,0.92,486.067237
9.3,0.93,486.746812
9.4,0.94,487.423019
9.5,0.95,488.095873
9.6,0.96,488.765393
9.7,0.97,489.431594
9.8,0.98,490.094493
9.9,0.99,490.754107
10,1,491.41045
10.625,1.0625,495.439529
11.25,1.125,499.345404
11.875,1.1875,503.131843
12.5,1.25,506.802498
13.125,1.3125,510.360909
13.75,1.375,513.810509
14.375,1.4375,517.154625
15,1.5,520.396482
15.625,1.5625,523.539208
16.25,1.625,526.585833
16.875,1.6875,529.539298
17.5,1.75,532.402449
18.125,1.8125,535.178049
18.75,1.875,537.868775
19.375,1.9375,540.477222
20,2,543.005906
20.625,2.0625,545.457267
21.25,2.125,547.833669
21.875,2.1875,550.137404
22.5,2.25,552.370693
23.125,2.3125,554.535692
23.75,2.375,556.634488
24.375,2.4375,558.669105
25,2.5,560.641507
25.625,2.5625,562.553596
26.25,2.625,564.407215
26.875,2.6875,566.204154
27.5,2.75,567.946144
28.125,2.8125,569.634867
28.75,2.875,571.271951
29.375,2.9375,572.858975
30,3,574.397471
30.625,3.0625,575.888921
31.25,3.125,577.334764
31.875,3.1875,578.736396
32.5,3.25,580.095168
33.125,3.3125,581.412391
33.75,3.375,582.689334
34.375,3.4375,583.927231
35,3.5,585.127274
35.625,3.5625,586.290621
36.25,3.625,587.418395
36.875,3.6875,588.511684
37.5,3.75,589.571541
38.125,3.8125,590.598989
38.75,3.875,591.595019
39.375,3.9375,592.560592
40,4,593.496639
40.625,4.0625,594.404063
41.25,4.125,595.283739
41.875,4.1875,596.136516
42.5,4.25,596.963216
43.125,4.3125,597.764637
43.75,4.375,598.541551
44.375,4.4375,599.294709
45,4.5,600.024836
45.625,4.5625,600.732637
46.25,4.625,601.418794
46.875,4.6875,602.083969
47.5,4.75,602.728805
48.125,4.8125,603.353922
48.75,4.875,603.959923
49.375,4.9375,604.547395
50,5,605.116902
50.625,5.0625,605.668994
51.25,5.125,606.204204
51.875,5.1875,606.723048
52.5,5.25,607.226027
53.125,5.3125,607.713625
53.75,5.375,608.186313
54.375,5.4375,608.644547
55,5.5,609.088769
55.625,5.5625,609.519407
56.25,5.625,609.936877
56.875,5.6875,610.341581
57.5,5.75,610.73391
58.125,5.8125,611.114242
58.75,5.875,611.482944
59.375,5.9375,611.840372
60,6,612.18687
60.625,6.0625,612.522772
61.25,6.125,612.848403
61.875,6.1875,613.164077
62.5,6.25,613.470098
63.125,6.3125,613.766761
63.75,6.375,614.054353
64.375,6.4375,614.33315
65,6.5,614.603422
65.625,6.5625,614.86543
66.25,6.625,615.119426
66.875,6.6875,615.365655
67.5,6.75,615.604355
68.125,6.8125,615.835755
68.75,6.875,616.06008
69.375,6.9375,616.277545
70,7,616.48836
70.625,7.0625,616.692729
71.25,7.125,616.890849
71.875,7.1875,617.08291
72.5,7.25,617.269098
73.125,7.3125,617.449593
73.75,7.375,617.624569
74.375,7.4375,617.794194
75,7.5,617.958632
75.625,7.5625,618.118042
76.25,7.625,618.272578
76.875,7.6875,618.422388
77.5,7.75,618.567617
78.125,7.8125,618.708405
78.75,7.875,618.844888
79.375,7.9375,618.977197
80,8,619.105461
80.625,8.0625,619.229803
81.25,8.125,619.350342
81.875,8.1875,619.467195
82.5,8.25,619.580476
83.125,8.3125,619.690292
83.75,8.375,619.79675
84.375,8.4375,619.899953
85,8.5,620
86.3125,8.63125,619.458481
87.625,8.7625,618.570922
88.9375,8.89375,617.478937
90.25,9.025,616.22864
91.5625,9.15625,614.845672
92.875,9.2875,613.346874
94.1875,9.41875,611.74435
95.5,9.55,610.047321
96.8125,9.68125,608.263096
98.125,9.8125,606.397647
99.4375,9.94375,604.455964
100.75,10.075,602.442294
102.0625,10.20625,600.360306
103.375,10.3375,598.213209
104.6875,10.46875,596.003838
106,10.6,593.734722
107.3125,10.73125,591.408133
108.625,10.8625,589.026126
109.9375,10.99375,586.59057
111.25,11.125,584.103176
112.5625,11.25625,581.565517
113.875,11.3875,578.979044
115.1875,11.51875,576.3451
116.5,11.65,573.664936
117.8125,11.78125,570.939718
119.125,11.9125,568.170536
120.4375,12.04375,565.358414
121.75,12.175,562.504313
123.0625,12.30625,559.609139
124.375,12.4375,556.673748
125.6875,12.56875,553.698951
127,12.7,550.685516
128.3125,12.83125,547.634171
129.625,12.9625,544.54561
130.9375,13.09375,541.420495
132.25,13.225,538.259455
133.5625,13.35625,535.063093
134.875,13.4875,531.831985
136.1875,13.61875,528.566683
137.5,13.75,525.267715
138.8125,13.88125,521.935589
140.125,14.0125,518.570792
141.4375,14.14375,515.173795
142.75,14.275,511.745047
144.0625,14.40625,508.284986
145.375,14.5375,504.794028
146.6875,14.66875,501.272581
148,14.8,497.721034
149.3125,14.93125,494.139765
150.625,15.0625,490.52914
151.9375,15.19375,486.889513
153.25,15.325,483.221226
154.5625,15.45625,479.524611
155.875,15.5875,475.79999
157.1875,15.71875,472.047676
158.5,15.85,468.267971
159.8125,15.98125,464.461171
161.125,16.1125,460.627561
162.4375,16.24375,456.767421
163.75,16.375,452.88102
165.0625,16.50625,448.968622
166.375,16.6375,445.030483
167.6875,16.76875,441.066855
169,16.9,437.077979
170.3125,17.03125,433.064094
171.625,17.1625,429.025432
172.9375,17.29375,424.962217
174.25,17.425,420.874672
175.5625,17.55625,416.76301
176.875,17.6875,412.627443
178.1875,17.81875,408.468176
179.5,17.95,404.285409
180.8125,18.08125,400.07934
182.125,18.2125,395.850159
183.4375,18.34375,391.598056
184.75,18.475,387.323214
186.0625,18.60625,383.025813
187.375,18.7375,378.706029
188.6875,18.86875,374.364035
190,19,74
