Time,Tensile strain (Strain 1),Tensile stress
(s),(%),(MPa)
0,0,0
0.1,0.01,7
0.2,0.02,14
0.3,0.03,21
0.4,0.04,28
0.5,0.05,35
0.6,0.06,42
0.7,0.07,49
0.8,0.08,56
0.9,0.09,63
1,0.1,70
1.1,0.11,77
1.2,0.12,84
1.3,0.13,91
1.4,0.14,98
1.5,0.15,105
1.6,0.16,112
1.7,0.17,119
1.8,0.18,126
1.9,0.19,133
2,0.2,140
2.1,0.21,147
2.2,0.22,154
2.3,0.23,161
2.4,0.24,168
2.5,0.25,175
2.6,0.26,182
2.7,0.27,189
2.8,0.28,196
2.9,0.29,203
3,0.3,210
3.1,0.31,217
3.2,0.32,224
3.3,0.33,231
3.4,0.34,238
3.5,0.35,245
3.6,0.36,252
3.7,0.37,259
3.8,0.38,266
3.9,0.39,270.207513
4,0.4,270.690614
4.1,0.41,271.172186
4.2,0.42,271.652233
4.3,0.43,272.13076
4.4,0.44,272.607772
4.5,0.45,273.083274
4.6,0.46,273.557271
4.7,0.47,274.029767
4.8,0.48,274.500767
4.9,0.49,274.970276
5,0.5,275.438298
5.1,0.51,275.904838
5.2,0.52,276.369902
5.3,0.53,276.833493
5.4,0.54,277.295617
5.5,0.55,277.756277
5.6,0.56,278.215479
5.7,0.57,278.673227
5.8,0.58,279.129526
5.9,0.59,279.58438
6,0.6,280.037794
6.1,0.61,280.489773
6.2,0.62,280.940321
6.3,0.63,281.389442
6.4,0.64,281.837141
6.5,0.65,282.283423
6.6,0.66,282.728292
6.7,0.67,283.171753
6.8,0.68,283.613809
6.9,0.69,284.054467
7,0.7,284.493728
7.1,0.71,284.9316
7.2,0.72,285.368085
7.3,0.73,285.803188
7.4,0.74,286.236913
7.5,0.75,286.669266
7.6,0.76,287.100249
7.7,0.77,287.529868
7.8,0.78,287.958127
7.9,0.79,288.38503
8,0.8,288.810581
8.1,0.81,289.234786
8.2,0.82,289.657647
8.3,0.83,290.079169
8.4,0.84,290.499357
8.5,0.85,290.918214
8.6,0.86,291.335746
8.7,0.87,291.751955
8.8,0.88,292.166847
8.9,0.89,292.580425
9,0.9,292.992694
9.1,0.91,293.403658
9.2,0.92,293.81332
9.3,0.93,294.221686
9.4,0.94,294.628759
9.5,0.95,295.034543
9.6,0.96,295.439042
9.7,0.97,295.84226
9.8,0.98,296.244202
9.9,0.99,296.644872
10,1,297.044273
11,1.1,300.969391
12,1.2,304.771995
13,1.3,308.455911
14,1.4,312.024843
15,1.5,315.482378
16,1.6,318.831995
17,1.7,322.077062
18,1.8,325.220842
19,1.9,328.266496
20,2,331.217088
21,2.1,334.075584
22,2.2,336.844859
23,2.3,339.527698
24,2.4,342.126798
25,2.5,344.644774
26,2.6,347.084157
27,2.7,349.447401
28,2.8,351.736882
29,2.9,353.954902
30,3,356.103692
31,3.1,358.185413
32,3.2,360.202158
33,3.3,362.155955
34,3.4,364.048769
35,3.5,365.882503
36,3.6,367.659002
37,3.7,369.380051
38,3.8,371.047383
39,3.9,372.662672
40,4,374.227544
41,4.1,375.743573
42,4.2,377.212282
43,4.3,378.635149
44,4.4,380.013605
45,4.5,381.349035
46,4.6,382.642784
47,4.7,383.896151
48,4.8,385.110397
49,4.9,386.286743
50,5,387.426373
51,5.1,388.530432
52,5.2,389.60003
53,5.3,390.636243
54,5.4,391.640114
55,5.5,392.612651
56,5.6,393.554833
57,5.7,394.467606
58,5.8,395.35189
59,5.9,396.208573
60,6,397.038517
61,6.1,397.842556
62,6.2,398.621499
63,6.3,399.376129
64,6.4,400.107205
65,6.5,400.815462
66,6.6,401.501613
67,6.7,402.166347
68,6.8,402.810333
69,6.9,403.434219
70,7,404.038631
71,7.1,404.624178
72,7.2,405.191449
73,7.3,405.741014
74,7.4,406.273426
75,7.5,406.789219
76,7.6,407.288914
77,7.7,407.773011
78,7.8,408.241999
79,7.9,408.696348
80,8,409.136516
81,8.1,409.562945
82,8.2,409.976064
83,8.3,410.376289
84,8.4,410.764021
85,8.5,411.139652
86,8.6,411.503558
87,8.7,411.856106
88,8.8,412.197649
89,8.9,412.528533
90,9,412.849088
91,9.1,413.159638
92,9.2,413.460495
93,9.3,413.751962
94,9.4,414.034331
95,9.5,414.307886
96,9.6,414.572904
97,9.7,414.829649
98,9.8,415.078381
99,9.9,415.319349
100,10,415.552796
101,10.1,415.778956
102,10.2,415.998058
103,10.3,416.21032
104,10.4,416.415958
105,10.5,416.615177
106,10.6,416.808177
107,10.7,416.995154
108,10.8,417.176295
109,10.9,417.351782
110,11,417.521791
111,11.1,417.686494
112,11.2,417.846056
113,11.3,418.000638
114,11.4,418.150395
115,11.5,418.295478
116,11.6,418.436032
117,11.7,418.572199
118,11.8,418.704116
119,11.9,418.831916
120,12,418.955726
121,12.1,419.075672
122,12.2,419.191875
123,12.3,419.30445
124,12.4,419.413512
125,12.5,419.519169
126,12.6,419.621529
127,12.7,419.720693
128,12.8,419.816763
129,12.9,419.909834
130,13,420
131.875,13.1875,419.675088
133.75,13.375,419.142553
135.625,13.5625,418.487362
137.5,13.75,417.737184
139.375,13.9375,416.907403
141.25,14.125,416.008124
143.125,14.3125,415.04661
145,14.5,414.028392
146.875,14.6875,412.957858
148.75,14.875,411.838588
150.625,15.0625,410.673579
152.5,15.25,409.465376
154.375,15.4375,408.216184
156.25,15.625,406.927925
158.125,15.8125,405.602303
160,16,404.240833
161.875,16.1875,402.84488
163.75,16.375,401.415675
165.625,16.5625,399.954342
167.5,16.75,398.461906
169.375,16.9375,396.93931
171.25,17.125,395.387426
173.125,17.3125,393.80706
175,17.5,392.198962
176.875,17.6875,390.563831
178.75,17.875,388.902322
180.625,18.0625,387.215048
182.5,18.25,385.502588
184.375,18.4375,383.765483
186.25,18.625,382.004249
188.125,18.8125,380.219371
190,19,378.411309
191.875,19.1875,376.580502
193.75,19.375,374.727366
195.625,19.5625,372.852297
197.5,19.75,370.955673
199.375,19.9375,369.037856
201.25,20.125,367.099191
203.125,20.3125,365.14001
205,20.5,363.160629
206.875,20.6875,361.161353
208.75,20.875,359.142475
210.625,21.0625,357.104277
212.5,21.25,355.047028
214.375,21.4375,352.970991
216.25,21.625,350.876417
218.125,21.8125,348.763548
220,22,346.63262
221.875,22.1875,344.483859
223.75,22.375,342.317484
225.625,22.5625,340.133708
227.5,22.75,337.932735
229.375,22.9375,335.714766
231.25,23.125,333.479994
233.125,23.3125,331.228605
235,23.5,328.960783
236.875,23.6875,326.676703
238.75,23.875,324.376537
240.625,24.0625,322.060452
242.5,24.25,319.728612
244.375,24.4375,317.381173
246.25,24.625,315.01829
248.125,24.8125,312.640113
250,25,310.246788
251.875,25.1875,307.838457
253.75,25.375,305.415259
255.625,25.5625,302.97733
257.5,25.75,300.524803
259.375,25.9375,298.057806
261.25,26.125,295.576466
263.125,26.3125,293.080905
265,26.5,290.571245
266.875,26.6875,288.047604
268.75,26.875,285.510096
270.625,27.0625,282.958834
272.5,27.25,280.393928
274.375,27.4375,277.815488
276.25,27.625,275.223617
278.125,27.8125,272.618421
280,28,54
